seqID	sampleID	patientID	experiment	Time	group	group2	pcoa03_axis1	pcoa03_axis2	pcoa03_axis3	nmds03_axis1	nmds03_axis2	nmds03_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs	Otu0001	Otu0002	Otu0003	Otu0004	Otu0005	Otu0006	Otu0007	Otu0008	Otu0009	Otu0010	Otu0011	Otu0012	Otu0013	Otu0014	Otu0015	Otu0016	Otu0017	Otu0018	Otu0019	Otu0020	Otu0021	Otu0022	Otu0023	Otu0024	Otu0025	Otu0026	Otu0027	Otu0028	Otu0029	Otu0030	Otu0031	Otu0032	Otu0033	Otu0034	Otu0035	Otu0036	Otu0037	Otu0038	Otu0039	Otu0040	Otu0041	Otu0042	Otu0043	Otu0044	Otu0045	Otu0046	Otu0047	Otu0048	Otu0049	Otu0050	Otu0051	Otu0052	Otu0053	Otu0054	Otu0055	Otu0056	Otu0057	Otu0058	Otu0059	Otu0060	Otu0061	Otu0062	Otu0063	Otu0064	Otu0065	Otu0066	Otu0067	Otu0068	Otu0069	Otu0070	Otu0071	Otu0072	Otu0073	Otu0074	Otu0075	Otu0076	Otu0077	Otu0078	Otu0079	Otu0080	Otu0081	Otu0082	Otu0083	Otu0084	Otu0085	Otu0086	Otu0087	Otu0088	Otu0089	Otu0090	Otu0091	Otu0092	Otu0093	Otu0094	Otu0095	Otu0096	Otu0097	Otu0098	Otu0099	Otu0100	Otu0101	Otu0102	Otu0103	Otu0104	Otu0105	Otu0106	Otu0107	Otu0108	Otu0109	Otu0110	Otu0111	Otu0112	Otu0113	Otu0114	Otu0115	Otu0116	Otu0117	Otu0118	Otu0119	Otu0120	Otu0121	Otu0122	Otu0123	Otu0124	Otu0125	Otu0126	Otu0127	Otu0128	Otu0129	Otu0130	Otu0131	Otu0132	Otu0133	Otu0134	Otu0135	Otu0136	Otu0137	Otu0138	Otu0139	Otu0140	Otu0141	Otu0142	Otu0143	Otu0144	Otu0145	Otu0146	Otu0147	Otu0148	Otu0149	Otu0150	Otu0151	Otu0152	Otu0153	Otu0154	Otu0155	Otu0156	Otu0157	Otu0158	Otu0159	Otu0160	Otu0161	Otu0162	Otu0163	Otu0164	Otu0165	Otu0166	Otu0167	Otu0168	Otu0169	Otu0170	Otu0171	Otu0172	Otu0173	Otu0174	Otu0175	Otu0176	Otu0177	Otu0178	Otu0179	Otu0180	Otu0181	Otu0182	Otu0183	Otu0184	Otu0185	Otu0186	Otu0187	Otu0188	Otu0189	Otu0190
17933p28	17933p28	17933	relapse	28	rel_cdiff	rel_cdiff	-0.229025	0.212859	0.107908	-0.078321	-0.668088	-0.175	0.120861	0.217737	0.215662	0.219811	4.592707	4.549353	4.636894	1.636257	1.626858	1.645656	1.643226	38	76.5	51.062713	151.471837	18588	3576	4	4	4	1	5647	3829	0	0	0	0	0	0	1	0	1	0	0	0	3809	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	913	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934cec	17934cec	17934	relapse	28	rel_cdiff	rel_cdiff	-0.157239	0.194798	0.156341	-0.189132	-0.719599	-0.187584	0.10182	0.316815	0.31086	0.32277	3.156418	3.098186	3.216881	1.461944	1.448585	1.475303	1.467396	31	46	35.419193	81.914271	18037	1833	3	5	4	1	9290	2109	0	0	0	0	1	1	0	0	0	0	0	1	1664	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2387	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934n10	17934n10	17934	relapse	-10	rel_cdiff	rel_cdiff	0.13527	0.412195	0.182824	-0.083793	-0.374406	0.376364	0.074118	0.050156	0.048811	0.051501	19.937654	19.416953	20.487052	3.624134	3.598864	3.649404	3.651926	269	373.428571	328.776478	451.435079	13762	1608	3	520	660	785	1	384	381	662	553	2	1570	5	709	430	0	2	100	0	7	0	71	914	0	23	33	49	1	274	196	23	321	30	3	166	200	0	0	0	343	0	5	97	121	1	64	0	7	27	48	107	34	160	0	0	12	0	0	0	0	76	0	0	22	86	7	7	0	9	0	6	1	59	152	1	4	10	0	11	0	36	24	6	47	1	10	37	35	10	1	0	26	0	0	0	22	35	14	64	2	0	62	33	27	5	34	0	86	6	30	0	31	22	17	7	2	0	0	15	0	40	10	69	0	0	0	21	0	3	11	20	0	0	8	4	17	2	14	0	9	5	17	1	11	0	0	8	1	0	1	0	14	1	0	2	20	7	8	0	30	15	0	1	5	1	0	0	58	0	12	0	0	0	9	4	0	2	3	4	0	2	3	0	0	0	0	0	4	11	2
17934p00	17934p00	17934	relapse	0	rel_cdiff	rel_cdiff	-0.516951	0.183721	-0.103674	0.456932	-0.346898	-0.159787	0.019343	0.975437	0.972253	0.978622	1.025181	1.021845	1.028539	0.097394	0.085837	0.10895	0.111395	53	111.666667	76.603409	198.816979	17778	17558	31	99	7	3	0	1	1	0	0	0	1	11	0	0	2	3	0	0	0	0	0	1	1	1	0	2	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934p01	17934p01	17934	relapse	1	rel_cdiff	rel_cdiff	-0.510386	0.196734	-0.082085	0.322633	-0.43256	-0.211759	0.069006	0.557366	0.552983	0.56175	1.794152	1.780151	1.808374	0.650501	0.643734	0.657268	0.656604	26	89.333333	45.204468	234.863438	21120	14177	11	6	2	2	6902	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934p04	17934p04	17934	relapse	4	rel_cdiff	rel_cdiff	-0.525034	0.186615	-0.103539	0.397182	-0.361362	-0.185672	0.057439	0.644809	0.634394	0.655223	1.550848	1.526197	1.576308	0.732189	0.712226	0.752152	0.740499	27	45.2	32.104415	91.892841	11237	8880	7	2	1	0	1493	494	3	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934p09	17934p09	17934	relapse	9	rel_cdiff	rel_cdiff	-0.517337	0.186469	-0.10293	0.458986	-0.348348	-0.158829	0.045762	0.993284	0.99154	0.995027	1.006762	1.004998	1.008532	0.030696	0.023464	0.037928	0.036446	22	33	24.884791	63.944117	16644	16588	3	4	20	2	7	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934p11	17934p11	17934	relapse	11	rel_cdiff	rel_cdiff	-0.517401	0.186419	-0.102558	0.459152	-0.348493	-0.158844	0.040201	0.994989	0.993536	0.996442	1.005036	1.003571	1.006506	0.024754	0.018224	0.031284	0.031344	25	40	29.419193	75.914271	17937	17892	4	9	5	1	2	2	0	1	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
17934p14	17934p14	17934	relapse	14	rel_cdiff	rel_cdiff	-0.519966	0.191869	-0.098251	0.373125	-0.373178	-0.189278	0.038297	0.580255	0.573026	0.587483	1.723381	1.702176	1.745121	0.786918	0.774307	0.799528	0.796015	45	126.2	74.106188	271.530524	21075	15590	4	5	2	3	2984	2404	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17934p16	17934p16	17934	relapse	16	rel_cdiff	rel_cdiff	-0.492383	0.200883	-0.071301	0.272078	-0.441959	-0.211559	0.077992	0.413607	0.406827	0.420387	2.417755	2.378762	2.458048	1.113404	1.097729	1.129079	1.122562	31	78.5	45.894665	182.48041	12834	7380	3	8	2	1	3394	1355	0	1	1	1	0	0	1	1	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
17934p28	17934p28	17934	relapse	28	rel_cdiff	rel_cdiff	-0.202734	0.211501	0.126761	-0.109785	-0.681536	-0.169227	0.097273	0.205607	0.203588	0.207625	4.863654	4.816377	4.91187	1.696867	1.689073	1.704662	1.704424	50	86.25	64.557152	140.269204	25046	4057	16	2	1	0	7819	5116	0	1	2	2	1	2	0	0	2	0	0	2	4256	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2177	1	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18011796fmt	18011796fmt	fmt	relapse	NA	fmt_inoc	fmt_inoc	0.257683	0.430828	0.299387	-0.248806	-0.341383	0.498082	0.093931	0.029738	0.029241	0.030235	33.627159	33.074798	34.198283	4.027172	4.010889	4.043455	4.045951	358	488.8	437.572329	573.007405	26842	673	8	1261	826	1293	1	674	743	1704	935	2	1604	2	749	382	0	2	1086	1	30	2	996	1699	0	35	66	96	1	938	763	22	517	407	2	264	623	0	0	0	543	0	112	145	159	3	138	0	23	96	12	183	8	325	0	130	100	0	0	0	0	106	0	2	127	8	39	17	33	51	0	5	22	112	180	23	63	37	185	61	296	58	86	2	27	0	10	155	336	87	0	0	170	0	0	10	7	94	143	196	1	1	5	19	9	1	64	3	68	46	134	0	146	39	31	6	2	172	0	4	16	121	26	44	1	4	5	0	571	18	15	2	1	10	4	9	17	0	37	0	27	14	112	6	80	90	4	1	6	0	6	203	39	4	7	13	57	59	32	2	0	20	0	14	1	80	79	0	1	3	20	0	0	0	25	17	0	3	3	0	0	3	13	0	2	0	3	5	0	7	3
a1d00	a1d00	a1	bioreactor	0	A	A	0.103928	-0.323081	0.000384	-0.243234	0.228076	-0.139306	0.033797	0.188462	0.184851	0.192073	5.306111	5.206348	5.409773	2.312543	2.291366	2.333721	2.32584	157	210.454545	182.960733	267.065783	22374	3601	3494	8037	981	1060	2	0	29	33	28	1	3	1187	147	16	1	0	631	1	339	1	8	1	1	0	1	234	0	6	6	2	5	1	34	5	0	0	0	1	0	0	1	1	1	0	4	0	2	43	5	77	28	0	24	0	46	0	0	0	0	0	0	1	0	3	0	32	593	17	1	52	20	0	1	10	94	1	238	0	149	0	0	8	15	15	0	0	27	8	85	0	26	0	0	16	0	1	0	0	24	0	1	0	26	22	1	0	0	1	16	0	9	115	0	118	21	1	0	0	2	0	37	38	0	5	15	2	0	1	45	1	0	0	44	7	0	4	14	0	0	5	9	19	1	0	2	20	2	0	2	0	2	0	2	3	0	8	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	7	0	0	8	0	7	0
a1p01	a1p01	a1	bioreactor	1	A	A	0.110975	-0.290799	-0.105879	-0.159283	0.242057	-0.0843	0.042616	0.177766	0.17501	0.180523	5.625369	5.539472	5.713972	2.296994	2.278725	2.315262	2.307669	132	179.142857	154.278668	231.756814	26784	4879	4044	8646	3266	474	1	0	0	1	0	0	0	2	290	2	0	865	174	0	148	0	0	0	0	0	0	234	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	109	117	0	10	24	0	423	1	133	0	0	0	0	0	0	0	10	18	1	282	42	0	0	357	4	0	0	225	14	0	79	0	12	0	3	43	0	53	0	1	54	54	35	0	123	0	0	23	0	0	0	0	133	0	0	0	0	34	0	0	0	0	41	0	69	114	0	196	26	0	0	0	50	0	3	0	0	3	2	0	0	0	37	0	0	0	442	0	0	0	0	0	0	0	2	74	1	0	6	6	0	0	8	0	0	0	2	9	0	1	0	26	0	2	0	1	0	0	0	67	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0
a1p02	a1p02	a1	bioreactor	2	A	A	0.054719	-0.229852	-0.164821	-0.077655	0.200252	-0.075842	0.059179	0.150874	0.148591	0.153157	6.628051	6.529267	6.72987	2.342285	2.323451	2.361119	2.353232	112	190.272727	146.358239	290.315888	20595	4470	2736	4967	2906	38	0	0	1	0	0	0	0	1385	90	1	0	953	86	0	57	0	1	0	0	0	0	216	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	6	0	0	141	1	125	0	0	0	0	0	0	0	5	10	0	457	0	0	0	266	1	0	0	224	0	0	58	0	30	0	31	17	0	100	0	0	0	61	82	0	57	0	0	62	0	0	0	0	30	0	0	0	0	70	0	0	0	0	5	0	72	8	0	335	13	0	0	0	76	0	1	0	0	3	2	0	0	0	7	0	0	0	64	0	0	0	0	0	0	0	1	31	12	0	8	2	0	0	9	0	0	0	1	6	0	0	0	15	0	3	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
a1p03	a1p03	a1	bioreactor	3	A	A	0.130186	-0.319771	-0.077144	-0.20834	0.26257	-0.10128	0.0497	0.16908	0.16613	0.17203	5.914353	5.812923	6.019385	2.299909	2.282111	2.317707	2.31005	119	170.25	142.177162	232.325456	24528	3735	3508	8000	2354	30	0	0	0	0	0	0	0	1899	57	0	2	1181	30	0	48	0	1	0	0	0	0	368	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	12	0	1	29	0	0	158	1	43	0	0	0	1	0	1	0	6	3	0	522	0	0	0	449	1	0	0	289	0	0	110	0	31	0	67	26	0	264	0	0	0	48	189	0	34	0	0	54	0	1	0	0	37	0	0	0	0	78	0	0	0	0	1	0	74	0	0	204	4	0	0	0	137	0	6	0	0	8	10	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	2	64	58	0	4	0	0	0	4	0	0	0	2	24	0	0	0	19	0	3	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
a1p04	a1p04	a1	bioreactor	4	A	A	0.206548	-0.28576	-0.126523	-0.215967	0.307571	-0.037267	0.054319	0.152148	0.149487	0.154809	6.572543	6.459566	6.689543	2.358181	2.340459	2.375903	2.368796	121	236	171.150556	384.70595	22983	2654	2676	6870	3173	33	0	0	0	0	0	0	2	2321	14	0	1	1606	50	0	16	0	0	2	0	0	0	563	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	43	0	0	121	0	22	0	0	0	0	0	0	0	5	5	0	345	0	0	0	340	1	0	1	239	0	0	122	0	12	0	89	19	0	288	1	0	0	8	416	0	6	0	0	75	0	0	0	0	29	0	0	0	0	52	0	0	0	0	3	0	52	0	0	69	15	0	0	0	104	0	33	0	0	7	11	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	2	48	11	0	10	0	0	0	11	0	0	0	1	31	0	0	0	26	0	3	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
a1p06	a1p06	a1	bioreactor	6	A	A	-0.041774	-0.154747	-0.218196	0.012114	0.117939	-0.076641	0.064507	0.170353	0.16773	0.172977	5.870151	5.781125	5.961963	2.189301	2.171363	2.207238	2.196945	91	120.545455	102.217086	168.821809	20788	5982	2217	4369	3179	32	0	0	2	1	1	0	1	1624	51	0	1	660	188	0	7	0	0	0	1	1	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	63	0	10	4	0	0	0	0	0	0	11	9	0	295	0	0	0	132	2	0	0	98	0	0	38	1	2	0	19	10	0	104	8	0	0	10	435	0	0	0	0	65	0	0	0	0	8	0	2	0	0	10	0	0	0	0	8	0	37	0	0	27	50	0	0	0	62	0	66	0	0	11	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	85	5	1	3	4	0	0	14	0	0	0	2	5	0	0	0	11	0	2	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	17
a2p00	a2p00	a2	bioreactor	0	A	A	0.097863	-0.337182	-0.011292	-0.222725	0.238971	-0.144875	0.038249	0.185421	0.181738	0.189104	5.393134	5.288094	5.502432	2.31262	2.29027	2.334971	2.326266	141	199.235294	168.163287	265.850481	19544	3126	3317	6814	1069	595	0	1	8	52	25	0	0	1226	130	8	1	0	285	1	392	0	5	1	0	0	0	211	0	3	4	0	2	0	38	1	1	0	0	0	0	0	0	2	0	0	0	0	0	56	0	82	49	0	32	0	55	0	0	0	0	0	0	0	0	0	0	21	452	7	0	68	3	0	0	8	80	1	181	0	137	0	0	9	14	29	1	0	38	8	111	0	18	0	0	10	0	0	0	0	33	0	0	0	27	30	1	0	0	0	30	0	5	101	2	121	26	0	0	0	0	0	35	23	1	1	11	1	0	3	46	0	0	1	25	2	0	0	18	0	0	5	3	11	0	0	1	15	0	0	6	0	1	0	2	4	0	5	0	2	0	0	0	0	1	0	3	1	0	0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	3	0	1	1	0	2	0
a2p01	a2p01	a2	bioreactor	1	A	A	0.07043	-0.293982	-0.120507	-0.104213	0.238268	-0.100445	0.052162	0.180861	0.178509	0.183212	5.529123	5.458145	5.601971	2.17917	2.161656	2.196684	2.186801	106	144.153846	121.743025	198.467362	25870	5198	4685	7606	3566	234	0	0	0	6	2	0	0	7	368	0	0	766	62	1	87	5	1	0	0	0	0	222	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	92	113	0	11	79	0	352	0	67	0	0	0	0	0	0	0	10	27	0	120	17	0	0	373	3	0	0	146	7	0	35	0	8	0	1	20	0	61	0	0	38	40	21	0	53	1	0	22	0	0	0	0	107	0	0	0	0	49	0	0	0	1	4	0	43	63	0	146	21	0	0	0	17	0	4	0	0	1	4	0	0	0	58	0	0	1	537	0	0	0	0	0	0	0	5	86	1	0	6	0	1	0	4	0	0	0	1	0	0	0	0	49	0	3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	2	0
a2p02	a2p02	a2	bioreactor	2	A	A	-0.017136	-0.197932	-0.169562	-0.028436	0.145965	-0.10004	0.071891	0.158068	0.155271	0.160864	6.326407	6.216439	6.440336	2.237237	2.21618	2.258295	2.249456	88	137.6	108.010578	210.942978	14223	3651	1843	3077	1853	81	0	1	0	1	0	1	0	1319	249	0	0	582	24	0	28	0	0	0	0	0	1	121	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	11	0	0	68	0	1	0	0	0	0	0	0	0	3	14	0	152	0	0	0	162	0	0	0	328	0	0	15	0	8	0	32	15	0	57	0	0	0	17	7	0	2	0	0	45	0	0	0	0	14	1	0	0	0	50	0	0	0	1	0	0	45	1	1	138	1	0	0	0	54	0	0	0	0	1	11	0	0	0	3	0	0	0	24	0	0	0	0	0	0	0	4	1	2	0	0	0	2	0	4	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
a2p03	a2p03	a2	bioreactor	3	A	A	0.069735	-0.256665	-0.123171	-0.129282	0.216856	-0.109696	0.064488	0.152028	0.150007	0.154049	6.577738	6.491448	6.666352	2.250194	2.233955	2.266433	2.259335	102	153.230769	124.115431	220.676942	23179	4427	3021	5869	2602	81	0	0	0	1	2	0	0	3074	51	0	1	1259	42	0	121	1	1	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	7	0	0	58	0	1	0	0	0	0	0	0	0	4	7	0	186	0	0	0	220	2	0	0	270	0	0	22	0	8	0	31	16	0	222	0	0	0	10	252	0	1	0	0	52	0	0	0	0	21	0	0	0	0	36	0	0	0	0	0	0	46	0	0	95	1	0	0	0	60	0	2	0	0	1	18	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	4	21	10	0	6	1	1	0	19	0	0	0	0	2	0	0	0	46	0	4	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
a2p04	a2p04	a2	bioreactor	4	A	A	0.142012	-0.251432	-0.147767	-0.176804	0.252729	-0.050459	0.062791	0.154619	0.152084	0.157154	6.467512	6.363201	6.575299	2.28781	2.269971	2.305648	2.297015	103	169.111111	130.02679	264.716542	20952	3464	2212	5977	2803	62	1	0	0	0	0	3	0	2188	13	0	2	1390	90	0	77	0	1	0	0	0	1	603	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	25	0	1	82	0	0	1	0	0	0	0	0	0	3	4	0	146	0	0	0	183	2	0	0	154	1	0	63	0	10	0	25	20	0	367	0	0	0	6	251	0	0	0	0	49	0	0	0	0	51	0	0	0	1	44	0	0	0	0	0	0	29	0	0	50	27	0	0	0	104	0	5	0	0	9	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27	32	0	7	0	0	0	15	0	0	0	0	10	0	0	0	20	0	4	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
a2p06	a2p06	a2	bioreactor	6	A	A	0.307094	-0.355684	-0.074083	-0.299788	0.399771	-0.025486	0.03739	0.210589	0.207299	0.21388	4.74858	4.675529	4.82395	2.107372	2.090191	2.124554	2.116935	127	182.647059	152.793695	247.052404	29066	344	4468	11123	4535	62	1	0	0	1	2	0	4	3311	157	0	0	1231	172	1	30	1	0	1	1	0	0	486	0	0	0	0	0	1	0	0	1	0	0	0	1	0	4	1	0	1	0	0	11	0	0	35	0	0	153	0	4	0	0	0	0	0	0	0	8	12	0	124	0	0	0	273	7	0	1	114	0	1	70	0	7	0	42	29	0	350	1	0	0	1	643	0	0	0	0	166	0	0	0	0	4	0	0	0	0	28	0	0	0	0	0	0	46	0	0	36	88	0	0	0	200	0	55	0	0	10	29	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	131	28	0	8	3	2	0	14	0	0	0	2	3	0	0	0	17	0	5	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
